tag,roadmap_item,workload,workload_family,model,dataset_or_split,condition,condition_label,baseline_role,comparison_scope,fairness_status,simulator_config_id,same_simulator_config_match,matched_tile_count,matched_frequency,matched_adc_dac_assumption,matched_memory_settings,matched_workload_shape,area_model_status,tile_dim,tiles,cores_per_tile,parallel_cores,sideband_group_cols,adc_sharing_mode,frequency_ghz,n_kernels,macs,memory_moved_bytes,accuracy,delta_accuracy_pp,accuracy_evidence_label,accuracy_label_status,accuracy_source_artifact,source_device_set,policy_match_status,schedule_trace_id,scheduler,trace_kernel_rows,trace_link_roles,min_deadline_slack_norm,mean_deadline_slack_norm,total_queue_wait_ns,architecture_summary_artifact,architecture_json_artifact,scheduler_trace_artifact,end_to_end_accuracy_artifact,architecture_evidence_label,energy_pj,latency_ns,edp_pj_ns,area_mm2,energy_ratio_vs_lightening,latency_ratio_vs_lightening,edp_ratio_vs_lightening,keep_ratio,degrade_ratio,prune_ratio,assumption_differences,claim_boundary,dominance_status,dominance_reason,row_blockers
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",astra_boundary,ASTRA-style stochastic optical boundary,strong_boundary_context,boundary_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,nan,nan,literature_architecture_boundary_unmeasured_locally,normalized_boundary_label,,mps,not_applicable_boundary_accuracy,r2_79d21d3ae704056b,suds_aware,72,scheduler_ablation,0.7105248653872217,0.877181735129553,0.0,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,30268559.631790068,11198.490952000006,338962191166.6737,5.7732691276980335,0.31087036176462207,1.3134186727435688,0.4083029379442031,1.0,0.0,0.0,uses ASTRA-style stochastic optical fabric and digital-fallback boundary instead of the selected deterministic DPTC fabric; accuracy label is literature_architecture_boundary_unmeasured_locally,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_same_scope_dominance_candidate,boundary row or SUDS ablation; retained for context,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",hyatten_style,HyAtten-style low-resolution signal selector,strong_boundary_context,boundary_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,nan,nan,literature_baseline_unmeasured_locally,normalized_boundary_label,,mps,not_applicable_boundary_accuracy,r2_7426e7c9ff2e2a68,suds_aware,72,scheduler_ablation,0.6122336899851797,0.8354610534976274,0.0,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,81979445.8110888,8274.58749732143,678346097345.7751,10.395584,0.8419620981829071,0.9704877000674329,0.8171138602094797,0.15,0.85,0.0,uses HyAtten-style low-resolution signal-selection boundary; accuracy is literature/unmeasured in this local artifact; accuracy label is literature_baseline_unmeasured_locally,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_same_scope_dominance_candidate,boundary row or SUDS ablation; retained for context,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",l1,L1 selector,strong_same_scope_baseline,same_scope_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_fffa49584498c3de,suds_aware,72,scheduler_ablation,0.5957761025861923,0.8251685227951114,47.47170408347495,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,68899417.73119205,8015.112407716053,552236577941.6888,3.7783550468377736,0.7076249143012423,0.9400550793455625,0.6652063949603513,0.7002314814814814,0.0,0.29976851851851843,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_dominating_promoted_suds,edp_better=False; accuracy_no_worse=True; baseline_edp=0.665; baseline_delta=0.000 pp,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",lightening_dptc,"Lightening-style DPTC reference, 8-bit ADC",strong_same_scope_baseline,same_scope_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_27c4b4f36f775878,suds_aware,72,scheduler_ablation,0.5957723258377283,0.8251548551801008,50.59093724384945,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,97367145.133984,8526.215733333336,830173284751.1248,3.794569323087333,1.0,1.0,1.0,1.0,0.0,0.0,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_dominating_promoted_suds,edp_better=False; accuracy_no_worse=True; baseline_edp=1.000; baseline_delta=0.000 pp,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",random,Random same-sparsity selector,strong_same_scope_baseline,same_scope_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,nan,nan,unmeasured_random_architecture_boundary,normalized_boundary_label,,mps,not_applicable_boundary_accuracy,r2_5313f4a25135818f,suds_aware,72,scheduler_ablation,0.5957761025861923,0.8251685227951114,47.47170408347495,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,68899417.73119207,8015.112407716053,552236577941.689,3.7783550468377736,0.7076249143012425,0.9400550793455625,0.6652063949603514,0.7002314814814816,0.0,0.29976851851851843,accuracy label is unmeasured_random_architecture_boundary,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_measured_for_equal_accuracy_dominance,accuracy_evidence_label=unmeasured_random_architecture_boundary,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",signal_only,Signal/L1 tier selector,strong_same_scope_baseline,same_scope_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,nan,nan,unmeasured_signal_architecture_boundary,normalized_boundary_label,,mps,not_applicable_boundary_accuracy,r2_37f67b1b3b7dc668,suds_aware,72,scheduler_ablation,0.5957736174738878,0.8251595295521017,48.52488475155599,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,76456121.01952673,8183.11268396167,625649053681.3977,3.752374479778913,0.7852353164336673,0.9597590466740947,0.7536366987152077,0.026945891203703706,0.7718340084876546,0.20122010030864199,accuracy label is unmeasured_signal_architecture_boundary,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_measured_for_equal_accuracy_dominance,accuracy_evidence_label=unmeasured_signal_architecture_boundary,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",slack_only,Slack-only selector,strong_same_scope_baseline,same_scope_baseline,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_51df1ba56ec9c8fc,suds_aware,72,scheduler_ablation,0.5959851489856556,0.8260007583927425,40.168220268550385,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,68905538.99839206,8019.259607716052,552571405637.7086,10.413875046837774,0.7076877821936056,0.9405414850535234,0.6656097176186082,0.7002314814814814,0.0,0.29976851851851843,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_dominating_promoted_suds,edp_better=False; accuracy_no_worse=True; baseline_edp=0.666; baseline_delta=0.000 pp,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",suds_l1,SUDS budget + L1 selector,suds_ablation,same_simulator_suds_ablation,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_9c2dfb1667df63d5,suds_aware,72,scheduler_ablation,0.5959783755586893,0.8259717188890384,41.305071268807865,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,76462242.28672674,8187.259883961669,626016248911.8755,10.387894479778913,0.7852981843260306,0.9602454523820556,0.7540790102629562,0.026945891203703706,0.7718340084876546,0.20122010030864199,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_same_scope_dominance_candidate,boundary row or SUDS ablation; retained for context,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",suds_only,SUDS budget only,suds_ablation,same_simulator_suds_ablation,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_a70cb160f2364350,suds_aware,72,scheduler_ablation,0.5959783755586893,0.8259717188890384,41.305071268807865,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,76462242.28672674,8187.259883961669,626016248911.8755,10.387894479778913,0.7852981843260306,0.9602454523820556,0.7540790102629562,0.026945891203703706,0.7718340084876546,0.20122010030864199,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,not_same_scope_dominance_candidate,boundary row or SUDS ablation; retained for context,
20260513_tetc_pivot,R4_same_simulator_strong_baselines,bert_base_glue_seq128,NLP Transformer encoder,bert_base,"GLUE validation, seq_len=128",suds_pareto,SUDS schedule-guarded Pareto policy,promoted_main_row,promoted_suds_pareto,pass,r4_d9fdb0e448e0ebce,True,True,True,same_calibrated_tier_table,True,True,matched_model_with_condition_terms,32,4,2,8,32,temporal_accum,5.0,72,11173625856,222167040,86.71328716508293,0.0,measured_mps_glue,measured_mps,experiments/results/report_data/suds_glue_measured_validation_20260511_p2p3_quality.json,mps,pass,r2_7b7427345a30be24,suds_aware,72,promoted_suds_pareto,0.5959851489856556,0.8260007583927425,40.168220268550385,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot_summary.csv,experiments/results/report_data/suds_transformer_architecture_sim_20260513_tetc_pivot.json,experiments/results/report_data/suds_tetc_scheduler_traces_20260513_tetc_pivot.csv,experiments/results/report_data/suds_tetc_end_to_end_accuracy_20260513_tetc_pivot.json,modeled_system_ppa,68905538.99839206,8019.259607716052,552571405637.7086,10.413875046837774,0.7076877821936056,0.9405414850535234,0.6656097176186082,0.7002314814814814,0.0,0.29976851851851843,,Same-simulator architecture PPA; accuracy is measured only where the accuracy_evidence_label is measured_mps_*; boundary rows are not promoted as same-scope SUDS dominators.,promoted_reference,promoted_edp=0.666; promoted_delta=0.000 pp,
